State_UT_name,Year,Jail_Type,Total_Convicts,Total_Under_trial,Total
Karnataka,2013,Total,4418,9506,13924
Kerala,2013,Central Jail,1825,1016,2841
Kerala,2013,District Jail,235,1527,1762
Kerala,2013,Sub_Jail,71,761,832
Kerala,2013,Women Jail,47,88,135
Kerala,2013,Borstal School,4,24,28
Kerala,2013,Open Jail,390,0,390
Kerala,2013,Special Jail,52,1205,1257
Kerala,2013,Others,148,0,148
Kerala,2013,Total,2772,4621,7393
Madhya Pradesh,2013,Central Jail,12787,5653,18440
Madhya Pradesh,2013,District Jail,2744,5765,8509
Madhya Pradesh,2013,Sub_Jail,1313,6150,7463
Madhya Pradesh,2013,Women Jail,0,0,0
Madhya Pradesh,2013,Borstal School,0,0,0
Madhya Pradesh,2013,Open Jail,25,0,25
Madhya Pradesh,2013,Special Jail,0,0,0
Madhya Pradesh,2013,Others,0,0,0
Madhya Pradesh,2013,Total,16869,17568,34437
Maharashtra,2013,Central Jail,6677,11826,18503
Maharashtra,2013,District Jail,342,7007,7349
Maharashtra,2013,Sub_Jail,1,72,73
Maharashtra,2013,Women Jail,4,361,365
Maharashtra,2013,Borstal School,29,0,29
Maharashtra,2013,Open Jail,975,0,975
Maharashtra,2013,Special Jail,3,65,68
Maharashtra,2013,Others,10,0,10
Maharashtra,2013,Total,8041,19331,27372
Manipur,2013,Central Jail,79,538,617
Manipur,2013,District Jail,0,0,0
Manipur,2013,Sub_Jail,0,0,0
Manipur,2013,Women Jail,0,0,0
Manipur,2013,Borstal School,0,0,0
Manipur,2013,Open Jail,0,0,0
Manipur,2013,Special Jail,0,0,0
Manipur,2013,Others,0,0,0
Manipur,2013,Total,79,538,617
Meghalaya,2013,Central Jail,0,0,0
Meghalaya,2013,District Jail,72,745,817
Meghalaya,2013,Sub_Jail,0,0,0
Meghalaya,2013,Women Jail,0,0,0
Meghalaya,2013,Borstal School,0,0,0
Meghalaya,2013,Open Jail,0,0,0
Meghalaya,2013,Special Jail,0,0,0
Meghalaya,2013,Others,0,0,0
Meghalaya,2013,Total,72,745,817
Mizoram,2013,Central Jail,224,173,397
Mizoram,2013,District Jail,186,287,473
Mizoram,2013,Sub_Jail,0,0,0
Mizoram,2013,Women Jail,0,0,0
Mizoram,2013,Borstal School,0,0,0
Mizoram,2013,Open Jail,0,0,0
Mizoram,2013,Special Jail,0,0,0
Mizoram,2013,Others,0,0,0
Mizoram,2013,Total,410,460,870
Nagaland,2013,Central Jail,57,104,161
Nagaland,2013,District Jail,7,99,106
Nagaland,2013,Sub_Jail,31,138,169
Nagaland,2013,Women Jail,0,0,0
Nagaland,2013,Borstal School,0,0,0
Nagaland,2013,Open Jail,0,0,0
Nagaland,2013,Special Jail,0,0,0
Nagaland,2013,Others,0,0,0
Nagaland,2013,Total,95,341,436
Orissa,2013,Central Jail,1129,2048,3177
Orissa,2013,District Jail,985,2124,3109
Orissa,2013,Sub_Jail,1070,5804,6874
Orissa,2013,Women Jail,11,16,27
Orissa,2013,Borstal School,0,0,0
Orissa,2013,Open Jail,95,0,95
Orissa,2013,Special Jail,218,973,1191
Orissa,2013,Others,0,0,0
Orissa,2013,Total,3508,10965,14473
Punjab,2013,Central Jail,6329,13961,20290
Punjab,2013,District Jail,1994,2991,4985
Punjab,2013,Sub_Jail,358,1178,1536
Punjab,2013,Women Jail,79,176,255
Punjab,2013,Borstal School,114,200,314
Punjab,2013,Open Jail,62,0,62
Punjab,2013,Special Jail,0,0,0
Punjab,2013,Others,0,0,0
Punjab,2013,Total,8936,18506,27442
Rajasthan,2013,Central Jail,4387,4976,9363
Rajasthan,2013,District Jail,801,4967,5768
Rajasthan,2013,Sub_Jail,1,3168,3169
Rajasthan,2013,Women Jail,189,135,324
Rajasthan,2013,Borstal School,8,0,8
Rajasthan,2013,Open Jail,658,0,658
Rajasthan,2013,Special Jail,0,0,0
Rajasthan,2013,Others,0,0,0
Rajasthan,2013,Total,6044,13246,19290
Sikkim,2013,Central Jail,104,77,181
Sikkim,2013,District Jail,0,49,49
Sikkim,2013,Sub_Jail,0,0,0
Sikkim,2013,Women Jail,0,0,0
Sikkim,2013,Borstal School,0,0,0
Sikkim,2013,Open Jail,0,0,0
Sikkim,2013,Special Jail,0,0,0
Sikkim,2013,Others,0,0,0
Sikkim,2013,Total,104,126,230
Tamilnadu,2013,Central Jail,4438,5031,9469
Tamilnadu,2013,District Jail,0,699,699
Tamilnadu,2013,Sub_Jail,0,1732,1732
Tamilnadu,2013,Women Jail,162,278,440
Tamilnadu,2013,Borstal School,11,484,495
Tamilnadu,2013,Open Jail,37,0,37
Tamilnadu,2013,Special Jail,0,68,68
Tamilnadu,2013,Others,0,0,0
Tamilnadu,2013,Total,4648,8292,12940
Tripura,2013,Central Jail,294,116,410
Tripura,2013,District Jail,101,64,165
Tripura,2013,Sub_Jail,107,219,326
Tripura,2013,Women Jail,0,0,0
Tripura,2013,Borstal School,0,0,0
Tripura,2013,Open Jail,0,0,0
Tripura,2013,Special Jail,0,0,0
Tripura,2013,Others,0,0,0
Tripura,2013,Total,502,399,901
Uttar Pradesh,2013,Central Jail,8314,4170,12484
Uttar Pradesh,2013,District Jail,16162,53168,69330
Uttar Pradesh,2013,Sub_Jail,113,757,870
Uttar Pradesh,2013,Women Jail,303,0,303
Uttar Pradesh,2013,Borstal School,0,0,0
Uttar Pradesh,2013,Open Jail,0,0,0
Uttar Pradesh,2013,Special Jail,418,5,423
Uttar Pradesh,2013,Others,0,0,0
Uttar Pradesh,2013,Total,25310,58100,83410
Uttaranchal,2013,Central Jail,28,0,28
Uttaranchal,2013,District Jail,1685,1153,2838
Uttaranchal,2013,Sub_Jail,57,771,828
Uttaranchal,2013,Women Jail,0,0,0
Uttaranchal,2013,Borstal School,0,0,0
Uttaranchal,2013,Open Jail,151,0,151
Uttaranchal,2013,Special Jail,0,0,0
Uttaranchal,2013,Others,0,0,0
Uttaranchal,2013,Total,1921,1924,3845
West Bengal,2013,Central Jail,4764,6911,11675
West Bengal,2013,District Jail,707,3973,4680
West Bengal,2013,Sub_Jail,106,4487,4593
West Bengal,2013,Women Jail,150,206,356
West Bengal,2013,Borstal School,0,0,0
West Bengal,2013,Open Jail,91,0,91
West Bengal,2013,Special Jail,72,894,966
West Bengal,2013,Others,0,0,0
West Bengal,2013,Total,5890,16471,22361
A & N Islands,2013,Central Jail,0,0,0
A & N Islands,2013,District Jail,710,179,889
A & N Islands,2013,Sub_Jail,2,14,16
A & N Islands,2013,Women Jail,0,0,0
A & N Islands,2013,Borstal School,0,0,0
A & N Islands,2013,Open Jail,0,0,0
A & N Islands,2013,Special Jail,244,0,244
A & N Islands,2013,Others,0,0,0
A & N Islands,2013,Total,956,193,1149
Chandigarh,2013,Central Jail,270,391,661
Chandigarh,2013,District Jail,0,0,0
Chandigarh,2013,Sub_Jail,0,0,0
Chandigarh,2013,Women Jail,0,0,0
Chandigarh,2013,Borstal School,0,0,0
Chandigarh,2013,Open Jail,0,0,0
Chandigarh,2013,Special Jail,0,0,0
Chandigarh,2013,Others,0,0,0
Chandigarh,2013,Total,270,391,661
D & N Haveli,2013,Central Jail,0,0,0
D & N Haveli,2013,District Jail,0,0,0
D & N Haveli,2013,Sub_Jail,0,35,35
D & N Haveli,2013,Women Jail,0,0,0
D & N Haveli,2013,Borstal School,0,0,0
D & N Haveli,2013,Open Jail,0,0,0
D & N Haveli,2013,Special Jail,0,0,0
D & N Haveli,2013,Others,0,0,0
D & N Haveli,2013,Total,0,35,35
Daman & Diu,2013,Central Jail,0,0,0
Daman & Diu,2013,District Jail,0,0,0
Daman & Diu,2013,Sub_Jail,18,38,56
Daman & Diu,2013,Women Jail,0,0,0
Daman & Diu,2013,Borstal School,0,0,0
Daman & Diu,2013,Open Jail,0,0,0
Daman & Diu,2013,Special Jail,0,0,0
Daman & Diu,2013,Others,0,0,0
Daman & Diu,2013,Total,18,38,56
Delhi,2013,Central Jail,2962,8065,11027
Delhi,2013,District Jail,285,1615,1900
Delhi,2013,Sub_Jail,0,0,0
Delhi,2013,Women Jail,141,474,615
Delhi,2013,Borstal School,0,0,0
Delhi,2013,Open Jail,0,0,0
Delhi,2013,Special Jail,0,0,0
Delhi,2013,Others,0,0,0
Delhi,2013,Total,3388,10154,13542
Lakshadweep,2013,Central Jail,0,0,0
Lakshadweep,2013,District Jail,0,0,0
Lakshadweep,2013,Sub_Jail,0,0,0
Lakshadweep,2013,Women Jail,0,0,0
Lakshadweep,2013,Borstal School,0,0,0
Lakshadweep,2013,Open Jail,0,0,0
Lakshadweep,2013,Special Jail,0,0,0
Lakshadweep,2013,Others,0,0,0
Lakshadweep,2013,Total,0,0,0
Pondicherry,2013,Central Jail,68,139,207
Pondicherry,2013,District Jail,0,0,0
Pondicherry,2013,Sub_Jail,0,0,0
Pondicherry,2013,Women Jail,0,0,0
Pondicherry,2013,Borstal School,0,0,0
Pondicherry,2013,Open Jail,0,0,0
Pondicherry,2013,Special Jail,23,50,73
Pondicherry,2013,Others,0,0,0
Pondicherry,2013,Total,91,189,280
